770949.332082361681 0 
770949.394499933347 0 
770949.457146167755 0 
770949.519499837188 0 
770949.581999788992 0 
770949.644499740913 0 
770949.706999692833 0 
770949.769499644637 0 
770949.831999596558 0 
770949.894499933347 0 
770949.956999885268 0 
770950.019499837188 0 
770950.081999788992 0 
770950.144499740913 0 
770950.206999692833 0 
770950.269499644637 0 
770950.332002676209 0 
770950.394499933347 0 
770950.456999885268 0 
770950.519499837188 0 
770950.581999788992 0 
770950.644499740913 0 
770950.706999692833 0 
770950.769499644637 0 
770950.831999596558 0 
770950.894499933347 0 
770950.956999885268 0 
770951.019499837188 0 
770951.081999788992 0 
770951.144499740913 0 
770951.206999692833 0 
770951.269499644637 0 
770951.331999596558 0 
770951.394499933347 0 
770951.456999885268 0 
770951.519499837188 0 
770951.581999788992 0 
770951.644499740913 0 
770951.706999692833 0 
770951.769499644637 0 
770951.831999596558 0 
770951.894499933347 0 
770951.956999885268 0 
770952.019499837188 0 
770952.081999788992 0 
770952.144499740913 0 
770952.206999692833 0 
770952.269499644637 0 
770952.331999596558 0 
770952.394499933347 0 
770952.456999885268 0 
770952.519499837188 0 
770952.581999788992 0 
770952.644499740913 0 
770952.706999692833 0 
770952.769499644637 0 
770952.831999596558 0 
770952.894499933347 0 
770952.956999885268 0 
770953.019499837188 0 
770953.081999788992 0 
770953.144499740913 0 
770953.206999692833 0 
770953.269499644637 0 
770953.331999596558 0 
770953.394499933347 0 
770953.456999885268 0 
770953.519499837188 0 
770953.581999788992 0 
770953.644499740913 0 
770953.706999692833 0 
770953.769499644637 0 
770953.831999596558 0 
770953.894499933347 0 
770953.956999885268 0 
770954.019499837188 0 
770954.081999788992 0 
770954.144499740913 0 
770954.206999692833 0 
770954.269499644637 0 
770954.331999596558 0 
770954.394499933347 0 
770954.456999885268 0 
770954.519499837188 0 
770954.581999788992 0 
770954.644499740913 0 
770954.706999692833 0 
770954.769499644637 0 
770954.831999596558 0 
770954.894499933347 0 
770954.956999885268 0 
770955.019499837188 0 
770955.081999788992 0 
770955.144499740913 0 
770955.206999692833 0 
770955.269499644637 0 
770955.331999596558 0 
770955.394499933347 0 
770955.456999885268 0 
770955.519499837188 0 
770955.581999788992 0 
770955.644499740913 0 
770955.706999692833 0 
770955.769499644637 0 
770955.831999596558 0 
770955.894499933347 0 
770955.956999885268 0 
770956.019499837188 0 
770956.081999788992 0 
770956.144499740913 0 
770956.206999692833 0 
770956.269499644637 0 
770956.331999596558 0 
770956.394499933347 0 
770956.456999885268 0 
770956.519499837188 0 
770956.581999788992 0 
770956.644499740913 0 
770956.706999692833 0 
770956.769499644637 0 
770956.831999596558 0 
770956.894499933347 0 
770956.956999885268 0 
770957.019499837188 0 
770957.081999788992 0 
770957.144499740913 0 
770957.206999692833 0 
770957.269499644637 0 
770957.331999596558 0 
770957.394499933347 0 
770957.456999885268 0 
770957.519499837188 0 
770957.581999788992 0 
770957.644499740913 0 
770957.706999692833 0 
770957.769499644637 0 
770957.832038476947 0 
770957.894499933347 0 
770957.956999885268 0 
770958.019499837188 0 
770958.081999788992 0 
770958.144499740913 0 
770958.206999692833 0 
770958.269499644637 0 
770958.331999596558 0 
770958.394499933347 0 
770958.456999885268 0 
770958.519499837188 0 
770958.581999788992 0 
770958.644499740913 0 
770958.706999692833 0 
770958.769499644637 0 
770958.831999596558 0 
770958.894499933347 0 
770958.956999885268 0 
770959.019499837188 0 
770959.081999788992 0 
770959.144499740913 0 
770959.206999692833 0 
770959.269499644637 0 
770959.331999596558 0 
770959.394499933347 0 
770959.456999885268 0 
770959.519499837188 0 
770959.581999788992 0 
770959.644499740913 0 
770959.707018555491 0 
770959.769499644637 0 
770959.832019999158 0 
770959.894499933347 0 
770959.956999885268 0 
770960.019499837188 0 
770960.081999788992 0 
770960.144499740913 0 
770960.207035108586 0 
770960.269499644637 0 
770960.331999596558 0 
770960.394499933347 0 
770960.456999885268 0 
770960.519542951952 0 
770960.581999788992 0 
770960.644499740913 0 
770960.706999692833 0 
770960.769499644637 0 
770960.831999596558 0 
770960.894499933347 0 
770960.956999885268 0 
770961.019499837188 0 
770961.081999788992 0 
770961.144499740913 0 
770961.206999692833 0 
770961.269499644637 0 
770961.331999596558 0 
770961.394499933347 0 
770961.456999885268 0 
770961.519499837188 0 
770961.581999788992 0 
770961.644499740913 0 
770961.706999692833 0 
770961.769499644637 0 
770961.831999596558 0 
770961.894499933347 0 
770961.956999885268 0 
770962.019499837188 0 
770962.081999788992 0 
770962.144499740913 0 
770962.206999692833 0 
770962.269499644637 0 
770962.331999596558 0 
770962.394499933347 0 
770962.456999885268 0 
770962.519499837188 0 
770962.581999788992 0 
770962.644499740913 0 
770962.706999692833 0 
770962.769499644637 0 
770962.831999596558 0 
770962.894499933347 0 
770962.956999885268 0 
770963.019499837188 0 
770963.081999788992 0 
770963.144499740913 0 
770963.206999692833 0 
770963.269499644637 0 
770963.331999596558 0 
770963.394499933347 0 
770963.456999885268 0 
770963.519499837188 0 
770963.581999788992 0 
770963.644499740913 0 
